"# 文本key","文本value"
"desc_210027_fun_3","<AbDesc>When a Kick Surprise Move is triggered， increase Skill DMG by 15% next turn.</>"
"desc_210027_fun_4","<AbDesc>Increase Kick Skill DMG by 15%.</>"
"desc_210027_fun_5","<AbDesc>Reduce Combo Move requirement by 1.</>"
"desc_210027_fun_6","<AbDesc>After casting a Kick Skill， play 1 random additional Move.</>"
"desc_210027_up_1","<NengLiJinJie>「To Begin」 Use Kick Moves</>"
"desc_210027_up_2","<NengLiJinJie>「Competent」 Use Kick Moves</>"
"desc_210027_up_3","<NengLiJinJie>「Proficient」 Use Kick Moves</>"
"desc_210027_up_4","<NengLiJinJie>「Master」 Use Kick Moves</>"
"desc_210027_up_5","<NengLiJinJie>「Grandmaster」 Use Kick Moves</>"
"desc_210027_up_6","<NengLiJinJie>「Perfected」 Use Kick Moves</>"
"# 兵器运用描述",""
"desc_210028_fun_1","<AbDesc>Gain 1 Weapon ATK for each point in Weapon Usage.</>"
"desc_210028_fun_2",""
"desc_210028_fun_3","<AbDesc>When a Weapon Surprise Move is triggered， increase Skill DMG by 15% next turn.</>"
"desc_210028_fun_4","<AbDesc>Increase Weapon Skill DMG by 15%.</>"
"desc_210028_fun_5","<AbDesc>Reduce Combo Move requirement by 1.</>"
"desc_210028_fun_6","<AbDesc>After casting a Weapon Skill， increase Weapon ATK by 5% (stacks up to 5 times).</>"
"desc_210028_up_1","<NengLiJinJie>「To Begin」 Use Weapon Moves</>"
"desc_210028_up_2","<NengLiJinJie>「Competent」 Use Weapon Moves</>"
"desc_210028_up_3","<NengLiJinJie>「Proficient」 Use Weapon Moves</>"
"desc_210028_up_4","<NengLiJinJie>「Master」 Use Weapon Moves</>"
"desc_210028_up_5","<NengLiJinJie>「Grandmaster」 Use Weapon Moves</>"
"desc_210028_up_6","<NengLiJinJie>「Perfected」 Use Weapon Moves</>"
"# 暗器运用描述",""
"desc_210029_fun_1","<AbDesc>Gain 1 Concealed Weapon ATK for each point in Concealed Weapon Usage.</>"
"desc_210029_fun_2",""
"desc_210029_fun_3","<AbDesc>When a Concealed Weapon Surprise Move is triggered， increase Skill DMG by 15% next turn.</>"
"desc_210029_fun_4","<AbDesc>Increase Concealed Weapon Skill DMG by 15%.</>"
"desc_210029_fun_5","<AbDesc>Reduce Combo Move requirement by 1.</>"
"desc_210029_fun_6","<AbDesc>After casting a Concealed Weapon Skill， duplicate 2 Concealed Weapons next turn.</>"
"desc_210029_up_1","<NengLiJinJie>「To Begin」 Use Concealed Weapon Moves</>"
"desc_210029_up_2","<NengLiJinJie>「Competent」 Use Concealed Weapon Moves</>"
"desc_210029_up_3","<NengLiJinJie>「Proficient」 Use Concealed Weapon Moves</>"
"desc_210029_up_4","<NengLiJinJie>「Master」 Use Concealed Weapon Moves</>"
"desc_210029_up_5","<NengLiJinJie>「Grandmaster」 Use Concealed Weapon Moves</>"
"desc_210029_up_6","<NengLiJinJie>「Perfected」 Use Concealed Weapon Moves</>"
"# 乞讨能力描述",""
"desc_210030_fun_1","<AbDesc>Begging yields items worth up to 20</>"
"desc_210030_fun_2","<AbDesc>Begging yields items worth up to 30</>"
"desc_210030_fun_3","<AbDesc>Begging yields items worth up to 45</>"
"desc_210030_fun_4","<AbDesc>Begging yields items worth up to 70</>"
"desc_210030_fun_5","<AbDesc>Begging yields items worth up to 100</>"
"desc_210030_fun_6","<AbDesc>Begging yields items worth up to 200</>"
"desc_210030_up_1","<NengLiJinJie>「To Begin」 Practice by begging</>"
"desc_210030_up_2","<NengLiJinJie>「Competent」 Practice by begging</>"
"desc_210030_up_3","<NengLiJinJie>「Proficient」 Practice by begging</>"
"desc_210030_up_4","<NengLiJinJie>「Master」 Practice by begging</>"
"desc_210030_up_5","<NengLiJinJie>「Grandmaster」 Practice by begging</>"
"desc_210030_up_6","<NengLiJinJie>「Perfected」 Said to be the secret lore of the 「Su Family」</>"
"# 潜行能力描述",""
"desc_210031_fun_1","<AbDesc>Ability to move undetected. Higher Sneak level reduces chance of discovery and increases successful hiding probability.</>"
"desc_210031_fun_2","<AbDesc>Increases Sneak MSPD by 10%.</>"
"desc_210031_fun_3","<AbDesc>You can use Concealed Weapons while Sneaking.</>"
"desc_210031_fun_4","<AbDesc>Increases base chance of remaining undetected by 10%.</>"
"desc_210031_fun_5","<AbDesc>Chance to remain in Sneak when you fail in Geomancy while Sneaking</>"
"desc_210031_fun_6","<AbDesc>Entering Sneak removes all Stained.</>"
"desc_210031_up_1","<NengLiJinJie>「To Begin」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_2","<NengLiJinJie>「Competent」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_3","<NengLiJinJie>「Proficient」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_4","<NengLiJinJie>「Master」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_5","<NengLiJinJie>「Grandmaster」 Move under Sneak. You train faster when there are more people around.</>"
"desc_210031_up_6","<NengLiJinJie>「Perfected」 Said to be the secret lore of the 「Shi Family」</>"
"# 基础嘴炮描述",""
"desc_210032_fun_1","<AbDesc>Unlock Argument「Long Story Short」</>"
"desc_210032_fun_2","<AbDesc>Unlock Argument「Beat Around the Bush」</>"
"desc_210032_fun_3","<AbDesc>Unlock Argument「Pride Turned Humble」</>"
"desc_210032_fun_4","<AbDesc>Unlock Argument「Case For Yourself」</>"
"desc_210032_fun_5","<AbDesc>Unlock Argument「Stretching Matters」</>"
"desc_210032_fun_6","<AbDesc>Unlock Argument「Words of Wisdom」</>"
"desc_210032_up_1","<NengLiJinJie>「To Begin」 Win Verbal Duels</>"
"desc_210032_up_2","<NengLiJinJie>「Competent」 Win Verbal Duels</>"
"desc_210032_up_3","<NengLiJinJie>「Proficient」 Win Verbal Duels</>"
"desc_210032_up_4","<NengLiJinJie>「Master」 Win Verbal Duels</>"
"desc_210032_up_5","<NengLiJinJie>「Grandmaster」 Win Verbal Duels</>"
"desc_210032_up_6","<NengLiJinJie>「Perfected」 Win Verbal Duels</>"
"# 重新思考描述",""
"desc_210033_fun_1","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_fun_2","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_fun_3","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_fun_4","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_fun_5","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_fun_6","<AbDesc>Adds 1 chance to Rethink Arguments</>"
"desc_210033_up_1","<NengLiJinJie>「To Begin」 Craft Arguments in Verbal Duels</>"
"desc_210033_up_2","<NengLiJinJie>「Competent」 Craft Arguments in Verbal Duels</>"
"desc_210033_up_3","<NengLiJinJie>「Proficient」 Craft Arguments in Verbal Duels</>"
"desc_210033_up_4","<NengLiJinJie>「Master」 Craft Arguments in Verbal Duels</>"
"desc_210033_up_5","<NengLiJinJie>「Grandmaster」 Craft Arguments in Verbal Duels</>"
"desc_210033_up_6","<NengLiJinJie>「Perfected」 Craft Arguments in Verbal Duels</>"
"# 强化心境描述",""
"desc_210034_fun_1","<AbDesc>Spirits +10</>"
"desc_210034_fun_2","<AbDesc>Spirits +20</>"
"desc_210034_fun_3","<AbDesc>Spirits +30</>"
"desc_210034_fun_4","<AbDesc>Spirits +60</>"
"desc_210034_fun_5","<AbDesc>Spirits +80</>"
"desc_210034_fun_6","<AbDesc>Spirits +100</>"
"desc_210034_up_1","<NengLiJinJie>「To Begin」Engage in Verbal Duels</>"
"desc_210034_up_2","<NengLiJinJie>「Competent」 Engage in Verbal Duels</>"
"desc_210034_up_3","<NengLiJinJie>「Proficient」 Engage in Verbal Duels</>"
"desc_210034_up_4","<NengLiJinJie>「Master」 Engage in Verbal Duels</>"
"desc_210034_up_5","<NengLiJinJie>「Grandmaster」 Engage in Verbal Duels</>"
"desc_210034_up_6","<NengLiJinJie>「Perfected」 Engage in Verbal Duels</>"
"# 深思熟虑描述",""
"desc_210035_fun_1","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_fun_2","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_fun_3","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_fun_4","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_fun_5","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_fun_6","<AbDesc>Adds 1 chance for Argument Removal</>"
"desc_210035_up_1","<NengLiJinJie>「To Begin」 Remove Arguments in Verbal Duels</>"
"desc_210035_up_2","<NengLiJinJie>「Competent」 Remove Arguments in Verbal Duels</>"
"desc_210035_up_3","<NengLiJinJie>「Proficient」 Remove Arguments in Verbal Duels</>"
"desc_210035_up_4","<NengLiJinJie>「Master」 Remove Arguments in Verbal Duels</>"
"desc_210035_up_5","<NengLiJinJie>「Grandmaster」 Remove Arguments in Verbal Duels</>"
"desc_210035_up_6","<NengLiJinJie>「Perfected」 Remove Arguments in Verbal Duels</>"
"# 思维开阔描述",""
"desc_210036_fun_1","<AbDesc>Adds 1 more Argument choice</>"
"desc_210036_fun_2","<AbDesc>Adds 1 more Argument choice</>"
"desc_210036_fun_3","<AbDesc>Adds 1 more Argument choice</>"
"desc_210036_up_1","<NengLiJinJie>「To Begin」 Trigger Argument effects in Verbal Duels</>"
"desc_210036_up_2","<NengLiJinJie>「Competent」 Trigger Argument effects in Verbal Duels</>"
"desc_210036_up_3","<NengLiJinJie>「Proficient」 Trigger Argument effects in Verbal Duels</>"
"# 任务相关",""
"task_command_name","<RenWu>Order： 「{0}」</>"
"task_receive","Accept Commission"
"task_publish","Release Commission"
"task_command","Issue Command"
"task_select_command","Select commands"
"task_editor_command","Edit instructions"
"task_done","Complete Commission"
"task_giveup","Abandon Commission"
"task_giveup_entrust","Abandon Commission"
"task_select_entrust","Choose a commission"
"task_editor_entrust","Editorial entrustment"
"task_giveup_command","Cancel Command"
"task_track","Track Commission"
"task_view","View Commission"
"task_select","Select Commission"
"task_end_time","「Time Left」 {0}"
"task_no_end_time","Time Left： Unlimited"
"task_has_receive","「Accepted」"
"task_executing","「Ongoing」"
"task_done_1","「Completed」"
"task_finish","Complete Commission"
"task_reward","Earned {0} coins"
"task_new","New Objective"
"target_task_finish","Complete Mission"
"task_type","Commission Type"
"my_task","My Commission"
"task_entruster","Commission Giver"
"task_commander","Commander"
"task_receiver","Executor"
"task_other_entrust","His Commission"
"task_other_command","His Command"
"task_select_building","Select Building"
"task_option_desc_1","Objective"
"task_option_desc_2","Items"
"task_option_desc_3","Timed"
"task_option_desc_4","Offering"
"task_option_desc_5","Select Building"
"task_option_desc_6","Resource"
"task_option_desc_7","Deliver Items"
"task_option_desc_8","Punishment"
"task_option_desc_9","Select Land Plot"
"task_option_desc_10","Select Building Under Construction"
"task_option_desc_998","Commission Value"
"task_option_desc_999","Person Dispatched"
"task_option_show_move_item","View transported items"
"task_option_no_building","Building destroyed"
"task_option_no_bluepoint_building","Building blueprint destroyed"
"task_receive_panel_1","Personal Commission"
"task_receive_panel_2","Select Commission"
"task_receive_panel_3","Claim All"
"task_receive_panel_4","Submit Commission"
"# 任务对话描述",""
"task_talk_220000","I need Astringent now. Could you do me a favor please？ \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220000_1","I need Astringent now， but I’ve got nothing to give you back. \\nCould you do me a favor please？"
"task_talk_220001","I want a handy weapon. Could you do me a favor please？ \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220001_1","I want a handy weapon. Could you do me a favor please？\\nThough I’ve got nothing to give you back."
"task_talk_220002","I want a handy weapon， but I’ve got nothing to give you back. Could you do me a favor please？ \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220002_1","I’m building a residence. Could you do me a favor please？ Though I’ve got nothing to give you back."
"task_talk_220100","I’ve suffer an Ailment for a few days. Could you help me please？ \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220100_1","I’ve suffer an Ailment for a few days. Could you help me please？ Though I’ve got nothing to give you back."
"task_talk_220200","I have a feud to deal with. Could you do me a favor please？  \\nHere is my humble gift in return. Please kindly accept it."
"task_talk_220200_1","I have a feud to deal with. Could you help me please？ Though I’ve got nothing to give you back."
"# 任务名称描述",""
"task_re_name_220000","<RenWu>Commission： 「Astringent」</>"
"task_re_name_220001","<RenWu>Commission： 「Weapon」</>"
"task_re_name_220002","<RenWu>Commission： 「Resource」</>"
"task_re_name_220100","<RenWu>Commission： 「Cure Ailment」</>"
"task_re_name_220200","<RenWu>Commission： 「Revenge」</>"
"# 任务标题描述",""
"content_title_1","<RenWu>Commission： 「Item Needed」</>"
"content_title_2","<RenWu>Commission： 「Protection」</>"
"content_title_3","<RenWu>Commission： 「Teach a Lesson」</>"
"content_title_4","<RenWu>Commission： 「Build」</>"
"content_title_5","<RenWu>Commission： 「Gather Resources」</>"
"content_title_6","<RenWu>Commission： 「Deliver Item」</>"
"content_title_7","<RenWu>Commission： 「Execute Rules」</>"
"content_title_8","<RenWu>Commission： 「Guard Building」</>"
"content_title_9","<RenWu>Commission： 「Collect Taxes」</>"
"content_title_10","<RenWu>Commission： 「Expand Territory」</>"
"content_title_11","<RenWu>Commission： 「Build Residence」</>"
"content_title_12","<RenWu>Commission： 「Marrow Refining Pill」</>"
"content_title_13","<RenWu>Commission： 「Warm Jade」</>"
"content_title_14","<RenWu>Commission： 「Drunken Peach Blossom」</>"
"content_title_15","<RenWu>Commission： 「Wine Jar」</>"
"content_title_16","<RenWu>Commission： 「Stone Chunk」</>"
"content_title_17","<RenWu>Commission： 「Horse Certificate」</>"
"content_title_100","Join Sect：「Make an Offering」"
"content_title_1000","Sect：「Attend Sect Council」"
"content_title_1001","Sect：「Destroy one’s Kungfu」"
"content_title_1002","Sect：「Death is insufficient for the crime」"
"content_title_1003","Sect：「3-day detention」"
"content_title_1004","Sect：「Build Jail」"
"content_title_1005","Sect：「Build Smithy」"
"content_title_1006","Sect：「Build Music House」"
"content_title_1007","Sect：「Build Tavern」"
"content_title_1008","Sect：「Build Springhouse」"
"content_title_1009","Sect：「Build Stable」"
"content_title_1010","Sect：「Build Clinic」"
"content_title_1011","Sect：「Build Architect's Hut」"
"content_title_1012","Sect：「Build Fabric Shop」"
"content_title_1013","Sect：「Build Farmhouse」"
"content_title_1014","Sect：「Guard Jail」"
"content_title_1015","Sect：「Manage Smithy」"
"content_title_1016","Sect：「Manage Music House」"
"content_title_1017","Sect：「Manage Tavern」"
"content_title_1018","Sect：「Manage Springhouse」"
"content_title_1019","Sect：「Manage Stable」"
"content_title_1020","Sect：「Manage Clinic」"
"content_title_1021","Sect：「Manage Architect's Hut」"
"content_title_1022","Sect：「Manage Fabric Shop」"
"content_title_1023","Sect：「Transport Iron Ore」"
"content_title_1024","Sect：「Transport Ramie」"
"content_title_1025","Sect：「Gather Iron Ore」"
"content_title_1026","Sect：「Gather Stone Ore」"
"content_title_1027","Sect：「Gather Copper Ore」"
"content_title_1028","Sect：「Guard Farmhouse」"
"content_title_1030","Sect：「Gather Licorice」"
"content_title_1031","Sect：「Gather San Qi」"
"content_title_1032","Sect：「Gather May-lily」"
"content_title_1033","Sect：「Transport Licorice」"
"content_title_1034","Sect：「Transport San Qi」"
"content_title_1035","Sect：「Transport May-lily」"
"content_title_1036","Sect：「Gather Warm Jade」"
"content_title_1037","Sect：「Guard Jail」"
"content_title_1038","Sect：「Guard Warehouse」"
"content_title_1039","Sect：「Guard Training Room」"
"content_title_1040","Sect：「Build City Guardian Temple」"
"content_title_10000","Karma：「Escape the area」"
"content_title_10001","Karma：「Submit ransom」"
"content_title_10002","Karma：「Ancestral treasure」"
"content_title_20000","Wonders：「Be blackmailed」"
"content_title_21000","Wonders：「Build Residence」"
"content_title_21001","Wonders：「Steal manual」"
"content_title_21002","Wonders：「Find the Enlightenment Stone in Longting」"
"content_title_21003","Wonders：「Learn：Inner Kungfu」"
"content_title_21004","Wonders： 「Weave Gear」"
"content_title_21005","Wonders：「Tame animals」"
"content_title_21006","Wonders：「Join Sect」"
"content_title_21007","Wonders：「Find the Enlightenment Stone」"
"content_title_30000","Event：「Attend Kungfu Contest」"
"# 任务标题悬浮描述",""
"content_title_desc_1","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_2","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_3","<TDNormal>Help </><TDName>{0}「{1}」 </><TDNormal>get</> <TDItem>「{2}」</> <TDNum>「{3} / {4}」</>"
"content_title_desc_4","<TDNormal>Help </><TDName>{0}「{1}」</><TDNormal>cure Ailment</>"
"content_title_desc_5","<TDNormal>Find </><TDName>{0}「{1}」</><TDNormal> and give their head to</> <TDName>{2}「{3}」</><TDNormal>"
"content_title_desc_6","<TDNormal>Help </><TDName>{0}「{1}」</><TDNormal>complete his </> <TDItem>「{2}」</><TDNormal>building</>"
"content_title_desc_100","<TDNormal>Hand in </><TDName>「{0}」 </><TDNormal>members </> <TDNum>1500</> <TDItem>Coins </><TDNormal>to join Sect</>"
"content_title_desc_101","<TDNormal>Recruit </><TDName>「{0}」 </><TDNormal>disciples only</>"
"content_title_desc_102","<TDNormal>Give </><TDName>「{0}」 </><TDNormal>members</> <TDItem>any items</> <TDNormal>worth</><TDNum> 3， 000 </><TDNormal>to join Sect</>"
"content_title_desc_103","<TDNormal>「{0}」reaches </><TDName>「{1}」</>"
"content_title_desc_104","<TDNormal>Acquire 「{0}」 Skills</>"
"content_title_desc_105","<TDNormal>Activate 「{0}」 Inner Kungfu</>"
"content_title_desc_106","<TDNormal>Hand in </><TDName>「{0}」</><TDNormal>members </><TDNum>1</> <TDItem>top class gear </><TDNormal>to join Sect</>"
"content_title_desc_107","<TDNormal>Ability 「{0}」reaches 「{1}」</>"
